position_on_chr12	signal
411937	0.423374671811859
411938	0.419486634383449
411939	0.439600940784321
411940	0.405302059941661
411941	0.415407392397224
411942	0.407437722315753
411943	0.425706320077438
411944	0.431956320077438
411945	0.415600987621875
411946	0.411519354968814
411947	0.407502254057303
411948	0.399437737928271
411949	0.403711453343291
411950	0.436357586512866
411951	0.432405017342905
411952	0.489695786831882
411953	0.509936766049018
411954	0.538565798307083
411955	0.546792082892063
411956	0.554856599021096
411957	0.546792082892063
411958	0.534998907123731
411959	0.53949892273625
411960	0.539917305695707
411961	0.552417305695707
411962	0.546294856716115
411963	0.546230324974564
411964	0.544124976906484
411965	0.542084160579953
411966	0.534019644450921
411967	0.544060445164933
411968	0.562006384218867
411969	0.564077514851408
411970	0.575708922163791
411971	0.579594568925365
411972	0.577618284340385
411973	0.575448404530753
411974	0.571303752598834
411975	0.547110204211737
411976	0.539045688082705
411977	0.557346990817237
411978	0.529233578233028
411979	0.527257293648047
411980	0.509151976805002
411981	0.478643896676355
411982	0.482917612091375
411983	0.482982143832925
411984	0.472971657424924
411985	0.472553274465466
411986	0.470320375376977
411987	0.477740208349054
411988	0.477513908151556
411989	0.48350490298121
411990	0.47968139729435
411991	0.483630063334782
411992	0.443307482689621
411993	0.443436546172721
411994	0.429314112805648
411995	0.425652375574736
411996	0.425878675772234
411997	0.40738768094258
411998	0.396991516547968
411999	0.384363965527561
412000	0.396350736520543
412001	0.400559920194012
412002	0.412577005493004
412003	0.416046659961957
412004	0.38981229524833
412005	0.38981229524833
412006	0.393859710465851
412007	0.397876811377362
412008	0.396157141295892
412009	0.390068909751839
412010	0.386116340581878
412011	0.371993907214805
412012	0.373970191799786
412013	0.373905660058235
412014	0.39201097690128
412015	0.397905613220681
412016	0.391783164241088
412017	0.389806879656108
412018	0.389806879656108
412019	0.375684446289035
412020	0.391748946805549
412021	0.381643614349986
412022	0.379538266281905
412023	0.377561981696924
412024	0.365415832914831
412025	0.381609396914447
412026	0.363340799152761
412027	0.363340799152761
412028	0.35741194539782
412029	0.35550019255439
412030	0.36175019255439
412031	0.361913473473031
412032	0.378042505731095
412033	0.380309622255124
412034	0.376292521343613
412035	0.372147869411695
412036	0.369914970323205
412037	0.367811134717817
412038	0.368166498398416
412039	0.374416498398416
412040	0.408779910982626
412041	0.398739110268614
412042	0.392681193030572
412043	0.390704908445591
412044	0.376228623860612
412045	0.3847115229491
412046	0.401293155602162
412047	0.407478623860612
412048	0.411816871017181
412049	0.414049770105671
412050	0.422306368996662
412051	0.420394616153232
412052	0.41200895377914
412053	0.373886567249621
412054	0.375862851834601
412055	0.377903668161132
412056	0.361259016229213
412057	0.365211585399173
412058	0.363235300814193
412059	0.359123353855121
412060	0.359123353855121
412061	0.357211601011691
412062	0.351026132753241
412063	0.345323579195799
412064	0.329192156270898
412065	0.333401339944367
412066	0.335442156270898
412067	0.317336839427854
412068	0.311214390448261
412069	0.333692171883416
412070	0.335862051693048
412071	0.338094950781537
412072	0.330317363462024
412073	0.338252816107955
412074	0.336276531522975
412075	0.322154098155901
412076	0.308126510836389
412077	0.296079111231385
412078	0.287855217313241
412079	0.242644552402116
412080	0.263465683034658
412081	0.267448566510628
412082	0.256989382837158
412083	0.257053914578709
412084	0.255077629993729
412085	0.279432946836773
412086	0.291932946836774
412087	0.279689561340282
412088	0.301876510836389
412089	0.295369896332879
412090	0.29938699724439
412091	0.29773185890447
412092	0.289762188822999
412093	0.29575557431949
412094	0.285809619653038
412095	0.287979499462669
412096	0.291547903108712
412097	0.317653204339239
412098	0.315676919754259
412099	0.303304470774667
412100	0.278979468237633
412101	0.276841415196705
412102	0.274705752822613
412103	0.301101885992189
412104	0.299125601407209
412105	0.307351885992189
412106	0.32357815496465
412107	0.327530724134611
412108	0.325459593502069
412109	0.353961074739726
412110	0.341687374937225
412111	0.347937374937224
412112	0.345639944107185
412113	0.347616228692166
412114	0.368728191263756
412115	0.356582042481662
412116	0.342524140856138
412117	0.34861237240019
412118	0.326556877054021
412119	0.322767588802702
412120	0.322510974299193
412121	0.330545176122215
412122	0.332456928965644
412123	0.34667420838028
412124	0.350850687080902
412125	0.34058358616939
412126	0.332100687080901
412127	0.33005987075437
412128	0.33216370635976
412129	0.342139975332222
412130	0.336470126747626
412131	0.350625265087547
412132	0.354771429482159
412133	0.348875280700065
412134	0.384174208380279
412135	0.422361126651349
412136	0.420449373807919
412137	0.421813680208791
412138	0.427678002222182
412139	0.4198070813178
412140	0.423824182229312
412141	0.431824166616793
412142	0.421363470480631
412143	0.399400430515187
412144	0.397359614188657
412145	0.423691215616681
412146	0.423434601113173
412147	0.416927986609663
412148	0.414951702024684
412149	0.414695087521175
412150	0.394450205174509
412151	0.394385673432959
412152	0.368310686508443
412153	0.344117138121346
412154	0.319729994509597
412155	0.313609057992699
412156	0.32164325981572
412157	0.325660360727231
412158	0.32368407614225
412159	0.329514180720102
412160	0.319374630828999
412161	0.321350915413979
412162	0.32734430091047
412163	0.333337686406961
412164	0.335186419971534
412165	0.327087686406961
412166	0.3230060537539
412167	0.312965253039887
412168	0.301077231223995
412169	0.299232400788953
412170	0.285109967421878
412171	0.275166403422264
412172	0.289095241564687
412173	0.284950589632768
412174	0.289159773306237
412175	0.287183488721257
412176	0.276659773306237
412177	0.262601871680713
412178	0.290812520979322
412179	0.292724273822751
412180	0.298491359121744
412181	0.306717643706724
412182	0.343057340875914
412183	0.341016524549384
412184	0.355138957916457
412185	0.355557340875915
412186	0.355878487120973
412187	0.354611417434499
412188	0.359046901305466
412189	0.359208669761415
412190	0.359208669761415
412191	0.367436466809087
412192	0.367500998550638
412193	0.371453567720598
412194	0.379744384047129
412195	0.381720668632109
412196	0.377768099462149
412197	0.380194593775289
412198	0.38663818899994
412199	0.40341190441496
412200	0.391489665163528
412201	0.395442234333488
412202	0.383425149034496
412203	0.367617263021491
412204	0.36557644669496
412205	0.355373877524999
412206	0.351326462307478
412207	0.35735016210998
412208	0.35939097843651
412209	0.35926191495341
412210	0.35728563036843
412211	0.36557644669496
412212	0.36360016210998
412213	0.359583061198469
412214	0.365671292742521
412215	0.361752941008101
412216	0.377851658960154
412217	0.369560842633624
412218	0.375425164647014
412219	0.385273882599068
412220	0.371250198409084
412221	0.389355515252129
412222	0.411768764945733
412223	0.409535865857244
412224	0.427770246183389
412225	0.407559581272264
412226	0.409408314836836
412227	0.411350381986276
412228	0.413391198312807
412229	0.408891182700289
412230	0.406529220128699
412231	0.398559550047227
412232	0.359825185333601
412233	0.35972643615651
412234	0.36591190441496
412235	0.376209319632481
412236	0.377928989713953
412237	0.393928958488917
412238	0.4079526426789
412239	0.420000042283903
412240	0.377216749890062
412241	0.389169303447504
412242	0.384831056290935
412243	0.384766524549384
412244	0.378516524549384
412245	0.398824426174907
412246	0.398888957916458
412247	0.388557325263396
412248	0.384445378304324
412249	0.373986194630855
412250	0.369874247671784
412251	0.371850532256764
412252	0.382115242501437
412253	0.388138942303939
412254	0.381951961582797
412255	0.365305797188185
412256	0.382014980861655
412257	0.382014980861655
412258	0.385903018290065
412259	0.375828000140513
412260	0.381371175908844
412261	0.381177580684192
412262	0.389339333527623
412263	0.391380149854153
412264	0.391315618112603
412265	0.399315602500085
412266	0.407507669649525
412267	0.396983954234505
412268	0.401001055146016
412269	0.398895707077935
412270	0.400645691465417
412271	0.400837774227375
412272	0.394652305968926
412273	0.404886701907589
412274	0.404822170166039
412275	0.416744409417471
412276	0.424843142982043
412277	0.432651044607567
412278	0.432586512866016
412279	0.461539082035976
412280	0.449265382233475
412281	0.420862650172908
412282	0.427304732934867
412283	0.427304732934867
412284	0.43734553364888
412285	0.418757302104827
412286	0.426530986294811
412287	0.43067563822673
412288	0.406320321383685
412289	0.406512404145644
412290	0.394525633152662
412291	0.404501902125123
412292	0.402396554057042
412293	0.39653071958096
412294	0.374020233172958
412295	0.426325681681572
412296	0.42875066353202
412297	0.406563714035914
412298	0.416539983008376
412299	0.465217911721619
412300	0.485430967299581
412301	0.48766386638807
412302	0.487823244177181
412303	0.461748257252665
412304	0.451416624599604
412305	0.449440340014624
412306	0.441406138191602
412307	0.439589231395733
412308	0.449724878157306
412309	0.451957777245796
412310	0.466272293374828
412311	0.464296008789848
412312	0.470416945306747
412313	0.456294511939673
412314	0.449626128980216
412315	0.471653700687211
412316	0.453483852102616
412317	0.432919335973584
412318	0.433048399456684
412319	0.435024684041665
412320	0.451636631000736
412321	0.469806479585332
412322	0.481759033142774
412323	0.45938000088471
412324	0.451250953014126
412325	0.455653731912247
412326	0.482306479585331
412327	0.480330195000351
412328	0.482500074809982
412329	0.470547521252541
412330	0.474629153905602
412331	0.482788516082195
412332	0.476730598844154
412333	0.472778029674193
412334	0.45603701923202
412335	0.41785010096095
412336	0.42173813838936
412337	0.426431749226529
412338	0.422479180056569
412339	0.418526610886609
412340	0.416550326301628
412341	0.392387092220542
412342	0.420888573458199
412343	0.410556940805137
412344	0.412533225390117
412345	0.384160807635562
412346	0.396434507438064
412347	0.405046470009654
412348	0.394714837356592
412349	0.39286610379202
412350	0.395005669295641
412351	0.394941137554091
412352	0.38049907040465
412353	0.37845825407812
412354	0.376675564717791
412355	0.370617647479749
412356	0.354262315024187
412357	0.352286030439206
412358	0.342018929527696
412359	0.332300787521435
412360	0.340399521086007
412361	0.338423236501027
412362	0.34464053152818
412363	0.338776209514789
412364	0.334888172086379
412365	0.343051437392502
412366	0.338842253719032
412367	0.336865969134051
412368	0.336865969134051
412369	0.322775362535681
412370	0.331516388590372
412371	0.333621736658453
412372	0.321733714842561
412373	0.328048246584111
412374	0.328112778325662
412375	0.328112778325662
412376	0.33261279393818
412377	0.33070104109475
412378	0.302554923537692
412379	0.298602354367732
412380	0.292835269068739
412381	0.278423516225309
412382	0.254229967838213
412383	0.254294499579763
412384	0.24425369886575
412385	0.246294515192281
412386	0.24221288253922
412387	0.232107550083657
412388	0.230195797240227
412389	0.220154996526215
412390	0.218178711941234
412391	0.20402596426815
412392	0.20402596426815
412393	0.20007339509819
412394	0.20013792683974
412395	0.196120825928229
412396	0.196056294186679
412397	0.198097110513209
412398	0.18138792683974
412399	0.18138792683974
412400	0.169080009601698
412401	0.161239403003328
412402	0.161239403003328
412403	0.161496017506837
412404	0.167553934744878
412405	0.167553934744878
412406	0.163601365574918
412407	0.155601381187436
412408	0.149543463949394
412409	0.145655426520985
412410	0.147696242847516
412411	0.149737059174046
412412	0.149737059174046
412413	0.145527875500576
412414	0.12139885885503
412415	0.111131757943519
412416	0.0741146726445265
412417	0.078196305297588
412418	0.055750350631136
412419	0.0500477970736935
412420	0.0500477970736935
412421	0.031942480230649
412422	0.015972825761696
412423	0.028472825761696
412424	0.0062213445240395
412425	0.00826216085056999
412426	0.014641224333671
412427	0.000199157184229998
412428	0.00632160616382201
412429	0.0108216217763405
412430	0.004765217000991
412431	0.008782317912502
412432	0.015096849654053
412433	0.00288768159310149
412434	0.00499302966118249
412435	-0.0090951862703515
412436	-0.0125648407393045
412437	-0.0243556258407992
412438	-0.0446293100307828
412439	-0.0649675259623167
412440	-0.0669422980846043
412441	-0.082976484295108
412442	-0.0889053380500485
412443	-0.0848237053969871
412444	-0.0723237053969871
412445	-0.0822999743694493
412446	-0.0822999743694493
412447	-0.0719683417163883
412448	-0.0946709108863488
412449	-0.0842117272128793
412450	-0.100407681879331
412451	-0.110610251049291
412452	-0.124570915960417
412453	-0.14092624841598
412454	-0.134739267694838
412455	-0.120069387885207
412456	-0.132377305123248
412457	-0.14041150694627
412458	-0.15054954437468
412459	-0.161008728048149
412460	-0.187215169122602
412461	-0.187086105639502
412462	-0.184788674809462
412463	-0.191038674809462
412464	-0.188676712237872
412465	-0.219443797536865
412466	-0.248491212754387
412467	-0.273299129992428
412468	-0.28146239529855
412469	-0.295455765182523
412470	-0.301479464985025
412471	-0.295421547746983
412472	-0.309962364073514
412473	-0.326091396331578
412474	-0.3341255981546
412475	-0.33998992016799
412476	-0.343942489337951
412477	-0.353855739031556
412478	-0.363737161956457
412479	-0.375946330017408
412480	-0.375818778996999
412481	-0.373777962670469
412482	-0.380220045432427
412483	-0.370179244718415
412484	-0.38828456156146
412485	-0.387866178602003
412486	-0.401889862791986
412487	-0.397743698397375
412488	-0.393405451240805
412489	-0.391108020410765
412490	-0.393211856016153
412491	-0.411577690492236
412492	-0.409407810682605
412493	-0.405197114546443
412494	-0.388615481893382
412495	-0.440985462143547
412496	-0.442832683245426
412497	-0.463332667632908
412498	-0.47133265202039
412499	-0.511590700924001
412500	-0.527594572828494
412501	-0.531706519787565
412502	-0.575489859018961
412503	-0.613055903223204
412504	-0.652277085767369
412505	-0.691948478039693
412506	-0.741531607542929
412507	-0.779386093019382
412508	-0.841050839563162
412509	-0.89876301693698
412510	-0.946369861855234
412511	-0.948346146440214
412512	-0.952105120385523
412513	-0.960040573031457
412514	-0.959557658330447
412515	-0.985537799207405
412516	-0.985408735724305
412517	-0.974885020309285
412518	-0.966755972438699
412519	-0.948586123854104
412520	-0.952698070813178
412521	-0.972779672241204
412522	-0.982562345989013
412523	-0.974271529662482
412524	-0.984504413138456
412525	-0.990754413138456
412526	-1.01530181274346
412527	-1.01523728100191
412528	-1.01319646467538
412529	-1.01523728100191
412530	-1.02129519823995
412531	-1.03123724977687
412532	-1.03538190170879
412533	-1.03130026905573
412534	-1.03085005932757
412535	-1.02689749015761
412536	-1.02880924300104
412537	-1.03085005932757
412538	-1.02683295841606
412539	-1.02880924300104
412540	-1.03499622372218
412541	-1.02880924300104
412542	-1.044809211776
412543	-1.03039594646988
412544	-1.03033141472833
412545	-1.02197606666025
412546	-1.03195233563271
412547	-1.04445233563271
412548	-1.03609698756463
412549	-1.03399163949655
412550	-1.03622453858504
412551	-1.03405465877541
412552	-1.02780465877541
412553	-1.02372302612235
412554	-1.02372302612235
412555	-1.0175375578639
412556	-1.01524012703386
412557	-1.01925722794537
412558	-1.00899012703386
412559	-1.00905465877541
412560	-1.01319931070733
412561	-1.01944931070733
412562	-1.03376382683636
412563	-1.03586917490444
412564	-1.04390488919015
412565	-1.05206815449627
412566	-1.04989978714933
412567	-1.04989978714933
412568	-1.05595770438738
412569	-1.05378933704044
412570	-1.0578709696935
412571	-1.05991178602003
412572	-1.05991178602003
412573	-1.06195260234656
412574	-1.06399341867309
412575	-1.07853423499962
412576	-1.08057505132615
412577	-1.08899493113578
412578	-1.10761738011538
412579	-1.1118910955304
412580	-1.11386738011538
412581	-1.10136738011537
412582	-1.11364107991788
412583	-1.11989107991788
412584	-1.11989107991788
412585	-1.11797932707445
412586	-1.11593851074792
412587	-1.11600304248947
412588	-1.11402675790449
412589	-1.11402675790449
412590	-1.11606757423102
412591	-1.11606757423102
412592	-1.12238210597257
412593	-1.11431758984354
412594	-1.12056758984353
412595	-1.11655048893202
412596	-1.12063212158509
412597	-1.12694665332664
412598	-1.1310282859797
412599	-1.12905200139472
412600	-1.12484281772125
412601	-1.13319816578933
412602	-1.14340224742198
412603	-1.14544306374851
412604	-1.15551808189806
412605	-1.14126809751059
412606	-1.17239054649018
412607	-1.17870507823173
412608	-1.1766642619052
412609	-1.18508414171483
412610	-1.18929483785099
412611	-1.20185936959254
412612	-1.20390018591907
412613	-1.20785426755172
412614	-1.2410820645994
412615	-1.24331496368789
412616	-1.22482157819139
412617	-1.22061239451793
412618	-1.19612562352494
412619	-1.19414933893996
412620	-1.19619015526649
412621	-1.19414933893996
412622	-1.20027178791956
412623	-1.21053888883107
412624	-1.19437563913746
412625	-1.20062563913746
412626	-1.19648098720554
412627	-1.18002841803558
412628	-1.18206923436211
412629	-1.18002841803558
412630	-1.16956923436211
412631	-1.17154551894709
412632	-1.16338376610366
412633	-1.16338376610366
412634	-1.16746539875672
412635	-1.16746539875672
412636	-1.17983784773631
412637	-1.17786156315133
412638	-1.17161156315133
412639	-1.16759446223982
412640	-1.17371691121941
412641	-1.17996691121941
412642	-1.16759446223982
412643	-1.1695707468248
412644	-1.16740237947786
412645	-1.17148401213092
412646	-1.19227482845745
412647	-1.19648401213092
412648	-1.18385646111052
412649	-1.20241437834856
412650	-1.1920827456955
412651	-1.20739882112478
412652	-1.24101229615906
412653	-1.27628090953326
412654	-1.32188115556053
412655	-1.36352883241783
412656	-1.39873291405048
412657	-1.43014619496913
412658	-1.45738060652031
412659	-1.48244665072455
412660	-1.46790583439802
412661	-1.46784130265647
412662	-1.47007420174496
412663	-1.46382420174496
412664	-1.48257420174496
412665	-1.4597425690919
412666	-1.43671885367688
412667	-1.41592803735035
412668	-1.40565942397614
412669	-1.40361860764961
412670	-1.40559489223459
412671	-1.4096119931461
412672	-1.38678036049304
412673	-1.38875664507802
412674	-1.38263419609843
412675	-1.38040129700994
412676	-1.37836048068341
412677	-1.3742143162888
412678	-1.37217349996227
412679	-1.36789978454725
412680	-1.36177733556766
412681	-1.37000362015264
412682	-1.35753783758818
412683	-1.36356153739068
412684	-1.38231153739068
412685	-1.38428782197566
412686	-1.37803782197566
412687	-1.37803782197566
412688	-1.37803782197566
412689	-1.37599700564913
412690	-1.36579443647917
412691	-1.36148650362861
412692	-1.36148650362861
412693	-1.36148650362861
412694	-1.36365487097555
412695	-1.36161405464901
412696	-1.36786405464902
412697	-1.35128242199595
412698	-1.36148499116591
412699	-1.36148499116591
412700	-1.35542707392787
412701	-1.35727429502975
412702	-1.32346722477082
412703	-1.28985374973654
412704	-1.24622978829425
412705	-1.21051096519189
412706	-1.17307247200805
412707	-1.13725880285813
412708	-1.09567565774238
412709	-1.05205169630009
412710	-1.01238030402777
412711	-1.0144211203543
412712	-1.01244483576932
412713	-1.01244483576932
412714	-1.01027646842238
412715	-1.01244483576932
412716	-1.00849226659936
412717	-1.00651598201438
412718	-1.01470956162651
412719	-1.04518732744915
412720	-1.04729267551723
412721	-1.05590463808882
412722	-1.04382302104828
412723	-1.05007302104828
412724	-1.05613093828632
412725	-1.06238093828632
412726	-1.05619547002787
412727	-1.06231791900746
412728	-1.06662585185802
412729	-1.06260875094651
412730	-1.07089956727304
412731	-1.08327201625263
412732	-1.08729062962683
412733	-1.0852498133003
412734	-1.09354062962683
412735	-1.12249319879679
412736	-1.12880773053834
412737	-1.13486564777638
412738	-1.14506821694635
412739	-1.12696290010331
412740	-1.13327591938216
412741	-1.13742208377677
412742	-1.14571290010331
412743	-1.15795779806249
412744	-1.15993408264747
412745	-1.16012767787212
412746	-1.16618559511016
412747	-1.15170931052518
412748	-1.16427384226673
412749	-1.16427384226673
412750	-1.16223453840289
412751	-1.17677535472942
412752	-1.16246083860039
412753	-1.1664779395119
412754	-1.1664779395119
412755	-1.16851875583843
412756	-1.17706618666847
412757	-1.17713071841002
412758	-1.18746235106308
412759	-1.18943863564806
412760	-1.19371235106308
412761	-1.18950316738961
412762	-1.19989933178422
412763	-1.20410851545769
412764	-1.187846516587
412765	-1.17968325128088
412766	-1.17560161862782
412767	-1.17764243495435
412768	-1.18185161862781
412769	-1.18204370138977
412770	-1.17592125241018
412771	-1.18006741680479
412772	-1.18006741680479
412773	-1.17605031589328
412774	-1.17400949956675
412775	-1.15946868324022
412776	-1.15946868324022
412777	-1.15104880343059
412778	-1.13038553812447
412779	-1.12407100638292
412780	-1.12203019005639
412781	-1.12203019005639
412782	-1.11578019005639
412783	-1.10953019005639
412784	-1.10953019005639
412785	-1.11144194289982
412786	-1.10940112657329
412787	-1.10729577850521
412788	-1.10927206309018
412789	-1.10927206309018
412790	-1.10723124676365
412791	-1.10920753134863
412792	-1.10289299960708
412793	-1.11095751573612
412794	-1.10470751573612
412795	-1.1066838003211
412796	-1.10253763592649
412797	-1.09622310418494
412798	-1.07339147153188
412799	-1.07536775611686
412800	-1.06720449081073
412801	-1.05884914274265
412802	-1.04864506111
412803	-1.04456342845694
412804	-1.03844097947735
412805	-1.04644096386483
412806	-1.0132776985587
412807	-1.00696316681715
